en:McEwan_Na-Chesilske:0:shuff:2,cs:McEwan_Na-Chesilske:0:shuff:2,froze,freeze,ztuhla,ztuhnout,pf
en:McEwan_Na-Chesilske:0:shuff:627,cs:McEwan_Na-Chesilske:0:shuff:633,accomplished,accomplish,dosáhli,dosáhnout,pf
en:McEwan_Na-Chesilske:0:shuff:628,cs:McEwan_Na-Chesilske:0:shuff:634,believe,believe,věřil,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:628,cs:McEwan_Na-Chesilske:0:shuff:634,impaired,impair,poškodí,poškodit,pf
en:McEwan_Na-Chesilske:0:shuff:628,cs:McEwan_Na-Chesilske:0:shuff:634,watched,watch,sleduje,sledovat,impf
en:McEwan_Na-Chesilske:0:shuff:632,cs:McEwan_Na-Chesilske:0:shuff:638,held,hold,svíral,svírat,impf
en:McEwan_Na-Chesilske:0:shuff:632,cs:McEwan_Na-Chesilske:0:shuff:638,finished,finish,neskončil,skončit,pf
en:McEwan_Na-Chesilske:0:shuff:636,cs:McEwan_Na-Chesilske:0:shuff:642,travelled,travel,nechodilo,chodit,impf
en:McEwan_Na-Chesilske:0:shuff:637,cs:McEwan_Na-Chesilske:0:shuff:643,saying,say,říkalo,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:637,cs:McEwan_Na-Chesilske:0:shuff:643,conveyed,convey,říkalo,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:637,cs:McEwan_Na-Chesilske:0:shuff:643,keeping,keep,uchovat,uchovat,pf
en:McEwan_Na-Chesilske:0:shuff:639,cs:McEwan_Na-Chesilske:0:shuff:645,seemed,seem,zdálo,zdát,impf
en:McEwan_Na-Chesilske:0:shuff:641,cs:McEwan_Na-Chesilske:0:shuff:647,suspended,suspend,visela,viset,impf
en:McEwan_Na-Chesilske:0:shuff:642,cs:McEwan_Na-Chesilske:0:shuff:648,blame,blame,vinit,vinit,impf
en:McEwan_Na-Chesilske:0:shuff:642,cs:McEwan_Na-Chesilske:0:shuff:648,felt,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:644,cs:McEwan_Na-Chesilske:0:shuff:650,get,get,dostala,dostat,pf
en:McEwan_Na-Chesilske:0:shuff:644,cs:McEwan_Na-Chesilske:0:shuff:650,get,get,zůstat,zůstat,pf
en:McEwan_Na-Chesilske:0:shuff:644,cs:McEwan_Na-Chesilske:0:shuff:650,remain,remain,zůstat,zůstat,pf
en:McEwan_Na-Chesilske:0:shuff:646,cs:McEwan_Na-Chesilske:0:shuff:652,repeating,repeat,opakovala,opakovat,impf
en:McEwan_Na-Chesilske:0:shuff:646,cs:McEwan_Na-Chesilske:0:shuff:652,following,follow,doprovázela,doprovázet,impf
en:McEwan_Na-Chesilske:0:shuff:647,cs:McEwan_Na-Chesilske:0:shuff:653,called,call,nazvat,nazvat,pf
en:McEwan_Na-Chesilske:0:shuff:647,cs:McEwan_Na-Chesilske:0:shuff:653,consisted,consist,sestávala,sestávat,impf
en:McEwan_Na-Chesilske:0:shuff:647,cs:McEwan_Na-Chesilske:0:shuff:653,posing,pose,kladly,klást,impf
en:McEwan_Na-Chesilske:0:shuff:648,cs:McEwan_Na-Chesilske:0:shuff:654,need,need,nemusí,muset,impf
en:McEwan_Na-Chesilske:0:shuff:648,cs:McEwan_Na-Chesilske:0:shuff:654,told,tell,neřekne,říci,pf
en:McEwan_Na-Chesilske:0:shuff:649,cs:McEwan_Na-Chesilske:0:shuff:655,touching,touch,sahá,sahat,impf
en:McEwan_Na-Chesilske:0:shuff:651,cs:McEwan_Na-Chesilske:0:shuff:657,assumed,assume,domnívala,domnívat,impf
en:McEwan_Na-Chesilske:0:shuff:652,cs:McEwan_Na-Chesilske:0:shuff:658,asked,ask,zeptala,zeptat,pf
en:McEwan_Na-Chesilske:0:shuff:652,cs:McEwan_Na-Chesilske:0:shuff:658,did,do,udělala,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:652,cs:McEwan_Na-Chesilske:0:shuff:658,making,make,udělala,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:652,cs:McEwan_Na-Chesilske:0:shuff:658,done,do,udělala,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:653,cs:McEwan_Na-Chesilske:0:shuff:659,aroused,arouse,vzbuzoval,vzbuzovat,impf
en:McEwan_Na-Chesilske:0:shuff:654,cs:McEwan_Na-Chesilske:0:shuff:660,bear,bear,snášela,snášet,impf
en:McEwan_Na-Chesilske:0:shuff:654,cs:McEwan_Na-Chesilske:0:shuff:660,improving,improve,vylepšit,vylepšit,pf
en:McEwan_Na-Chesilske:0:shuff:654,cs:McEwan_Na-Chesilske:0:shuff:660,making,make,vydělat,vydělat,pf
en:McEwan_Na-Chesilske:0:shuff:656,cs:McEwan_Na-Chesilske:0:shuff:663,wanted,want,Chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:656,cs:McEwan_Na-Chesilske:0:shuff:663,try,try,vyzkoušet,vyzkoušet,pf
en:McEwan_Na-Chesilske:0:shuff:657,cs:McEwan_Na-Chesilske:0:shuff:664,contradicted,contradict,neodporoval,odporovat,impf
en:McEwan_Na-Chesilske:0:shuff:657,cs:McEwan_Na-Chesilske:0:shuff:664,thank,thank,poděkovali,poděkovat,pf
en:McEwan_Na-Chesilske:0:shuff:660,cs:McEwan_Na-Chesilske:0:shuff:667,needed,need,potřebují,potřebovat,impf
en:McEwan_Na-Chesilske:0:shuff:660,cs:McEwan_Na-Chesilske:0:shuff:667,hear,hear,slyšet,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:662,cs:McEwan_Na-Chesilske:0:shuff:669,kissed,kiss,Políbil,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:662,cs:McEwan_Na-Chesilske:0:shuff:669,told,tell,řekl,říci,pf
en:McEwan_Na-Chesilske:0:shuff:663,cs:McEwan_Na-Chesilske:0:shuff:670,love,love,miluješ,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:663,cs:McEwan_Na-Chesilske:0:shuff:670,said,say,řekla,říci,pf
en:McEwan_Na-Chesilske:0:shuff:664,cs:McEwan_Na-Chesilske:0:shuff:671,helped,help,Pomohlo,pomoci,pf
en:McEwan_Na-Chesilske:0:shuff:665,cs:McEwan_Na-Chesilske:0:shuff:672,let,let,nechává,nechávat,impf
en:McEwan_Na-Chesilske:0:shuff:667,cs:McEwan_Na-Chesilske:0:shuff:674,done,do,udělala,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:668,cs:McEwan_Na-Chesilske:0:shuff:675,burst,burst,praskla,prasknout,pf
en:McEwan_Na-Chesilske:0:shuff:671,cs:McEwan_Na-Chesilske:0:shuff:678,decided,decide,rozhodla,rozhodnout,pf
en:McEwan_Na-Chesilske:0:shuff:672,cs:McEwan_Na-Chesilske:0:shuff:679,mastering,master,ovládnout,ovládnout,pf
en:McEwan_Na-Chesilske:0:shuff:675,cs:McEwan_Na-Chesilske:0:shuff:682,pressed,press,tiskl,tisknout,impf
en:McEwan_Na-Chesilske:0:shuff:676,cs:McEwan_Na-Chesilske:0:shuff:683,take,take,zaujmout,zaujmout,pf
en:McEwan_Na-Chesilske:0:shuff:676,cs:McEwan_Na-Chesilske:0:shuff:683,say,say,říct,říci,pf
en:McEwan_Na-Chesilske:0:shuff:676,cs:McEwan_Na-Chesilske:0:shuff:683,say,say,říct,říci,pf
en:McEwan_Na-Chesilske:0:shuff:676,cs:McEwan_Na-Chesilske:0:shuff:683,expected,expect,očekávat,očekávat,impf
en:McEwan_Na-Chesilske:0:shuff:676,cs:McEwan_Na-Chesilske:0:shuff:683,say,say,odpověděla,odpovědět,pf
en:McEwan_Na-Chesilske:0:shuff:676,cs:McEwan_Na-Chesilske:0:shuff:683,say,say,odpověděla,odpovědět,pf
en:McEwan_Na-Chesilske:0:shuff:677,cs:McEwan_Na-Chesilske:0:shuff:684,asking,ask,žádat,žádat,impf
en:McEwan_Na-Chesilske:0:shuff:677,cs:McEwan_Na-Chesilske:0:shuff:684,asking,ask,očekávat,očekávat,impf
en:McEwan_Na-Chesilske:0:shuff:677,cs:McEwan_Na-Chesilske:0:shuff:684,expecting,expect,očekávat,očekávat,impf
en:McEwan_Na-Chesilske:0:shuff:678,cs:McEwan_Na-Chesilske:0:shuff:685,felt,feel,Nepociťovala,pociťovat,impf
en:McEwan_Na-Chesilske:0:shuff:678,cs:McEwan_Na-Chesilske:0:shuff:685,felt,feel,necítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:679,cs:McEwan_Na-Chesilske:0:shuff:686,wanted,want,Chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:680,cs:McEwan_Na-Chesilske:0:shuff:687,noted,note,všimla,všimnout,pf
en:McEwan_Na-Chesilske:0:shuff:680,cs:McEwan_Na-Chesilske:0:shuff:687,imagining,imagine,představoval,představovat,impf
en:McEwan_Na-Chesilske:0:shuff:681,cs:McEwan_Na-Chesilske:0:shuff:688,inserted,insert,vložila,vložit,pf
en:McEwan_Na-Chesilske:0:shuff:681,cs:McEwan_Na-Chesilske:0:shuff:688,heard,hear,slyšet,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:682,cs:McEwan_Na-Chesilske:0:shuff:689,reached,reach,dorazil,dorazit,pf
en:McEwan_Na-Chesilske:0:shuff:682,cs:McEwan_Na-Chesilske:0:shuff:689,packed,pack,sbalila,sbalit,pf
en:McEwan_Na-Chesilske:0:shuff:682,cs:McEwan_Na-Chesilske:0:shuff:689,gone,go,odjela,odjet,pf
en:McEwan_Na-Chesilske:0:shuff:683,cs:McEwan_Na-Chesilske:0:shuff:690,left,leave,Nenechala,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:684,cs:McEwan_Na-Chesilske:0:shuff:691,spoke,speak,mluvil,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:685,cs:McEwan_Na-Chesilske:0:shuff:692,say,say,neřekli,říci,pf
en:McEwan_Na-Chesilske:0:shuff:685,cs:McEwan_Na-Chesilske:0:shuff:692,surprised,surprise,překvapeni,překvapit,pf
en:McEwan_Na-Chesilske:0:shuff:686,cs:McEwan_Na-Chesilske:0:shuff:693,helped,help,pomáhalo,pomáhat,impf
en:McEwan_Na-Chesilske:0:shuff:686,cs:McEwan_Na-Chesilske:0:shuff:693,clear,clear,vyčistit,vyčistit,pf
en:McEwan_Na-Chesilske:0:shuff:688,cs:McEwan_Na-Chesilske:0:shuff:696,occurred,occur,nenapadlo,napadnout,pf
en:McEwan_Na-Chesilske:0:shuff:688,cs:McEwan_Na-Chesilske:0:shuff:696,felt,feel,cítí,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:688,cs:McEwan_Na-Chesilske:0:shuff:696,shared,share,sdílet,sdílet,impf
en:McEwan_Na-Chesilske:0:shuff:689,cs:McEwan_Na-Chesilske:0:shuff:697,loosened,loosen,uvolnil,uvolnit,pf
en:McEwan_Na-Chesilske:0:shuff:690,cs:McEwan_Na-Chesilske:0:shuff:698,go,go,jít,jít,impf
en:McEwan_Na-Chesilske:0:shuff:690,cs:McEwan_Na-Chesilske:0:shuff:698,listen,listen,poslechnout,poslechnout,pf
en:McEwan_Na-Chesilske:0:shuff:691,cs:McEwan_Na-Chesilske:0:shuff:699,hoped,hope,Doufal,doufat,impf
en:McEwan_Na-Chesilske:0:shuff:692,cs:McEwan_Na-Chesilske:0:shuff:700,noticed,notice,všimla,všimnout,pf
en:McEwan_Na-Chesilske:0:shuff:693,cs:McEwan_Na-Chesilske:0:shuff:701,kissed,kiss,nepolíbila,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:693,cs:McEwan_Na-Chesilske:0:shuff:701,embraced,embrace,neobjala,obejmout,pf
en:McEwan_Na-Chesilske:0:shuff:694,cs:McEwan_Na-Chesilske:0:shuff:702,touched,touch,dotkla,dotknout,pf
en:McEwan_Na-Chesilske:0:shuff:697,cs:McEwan_Na-Chesilske:0:shuff:705,start,start,začínat,začínat,impf
en:McEwan_Na-Chesilske:0:shuff:698,cs:McEwan_Na-Chesilske:0:shuff:706,protected,protect,chránili,chránit,impf
en:McEwan_Na-Chesilske:0:shuff:698,cs:McEwan_Na-Chesilske:0:shuff:706,protected,protect,chránili,chránit,impf
en:McEwan_Na-Chesilske:0:shuff:698,cs:McEwan_Na-Chesilske:0:shuff:706,protected,protect,chránili,chránit,impf
en:McEwan_Na-Chesilske:0:shuff:698,cs:McEwan_Na-Chesilske:0:shuff:706,protected,protect,chránili,chránit,impf
en:McEwan_Na-Chesilske:0:shuff:699,cs:McEwan_Na-Chesilske:0:shuff:707,heard,hear,neslyšeli,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:700,cs:McEwan_Na-Chesilske:0:shuff:708,hear,hear,slyšely,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:700,cs:McEwan_Na-Chesilske:0:shuff:708,tell,tell,vyprávět,vyprávět,impf
en:McEwan_Na-Chesilske:0:shuff:701,cs:McEwan_Na-Chesilske:0:shuff:709,spent,spend,nestrávila,strávit,pf
en:McEwan_Na-Chesilske:0:shuff:702,cs:McEwan_Na-Chesilske:0:shuff:710,met,meet,setkal,setkat,pf
en:McEwan_Na-Chesilske:0:shuff:702,cs:McEwan_Na-Chesilske:0:shuff:710,written,write,napsal,napsat,pf
en:McEwan_Na-Chesilske:0:shuff:703,cs:McEwan_Na-Chesilske:0:shuff:711,offered,offer,nabídl,nabídnout,pf
en:McEwan_Na-Chesilske:0:shuff:704,cs:McEwan_Na-Chesilske:0:shuff:712,need,need,Musel,muset,impf
en:McEwan_Na-Chesilske:0:shuff:705,cs:McEwan_Na-Chesilske:0:shuff:713,showed,show,předvedla,předvést,pf
en:McEwan_Na-Chesilske:0:shuff:706,cs:McEwan_Na-Chesilske:0:shuff:714,seized,seize,uchvátil,uchvátit,pf
en:McEwan_Na-Chesilske:0:shuff:706,cs:McEwan_Na-Chesilske:0:shuff:714,raised,raise,zdvihl,zdvihnout,pf
en:McEwan_Na-Chesilske:0:shuff:706,cs:McEwan_Na-Chesilske:0:shuff:714,heard,hear,slyšet,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:706,cs:McEwan_Na-Chesilske:0:shuff:714,loved,love,miluje,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:707,cs:McEwan_Na-Chesilske:0:shuff:715,said,say,vyslovil,vyslovit,pf
en:McEwan_Na-Chesilske:0:shuff:708,cs:McEwan_Na-Chesilske:0:shuff:716,needed,need,musí,muset,impf
en:McEwan_Na-Chesilske:0:shuff:708,cs:McEwan_Na-Chesilske:0:shuff:716,needed,need,potřebují,potřebovat,impf
en:McEwan_Na-Chesilske:0:shuff:709,cs:McEwan_Na-Chesilske:0:shuff:717,descend,descend,Skláněla,sklánět,impf
en:McEwan_Na-Chesilske:0:shuff:709,cs:McEwan_Na-Chesilske:0:shuff:717,kissing,kiss,líbala,líbat,impf
en:McEwan_Na-Chesilske:0:shuff:709,cs:McEwan_Na-Chesilske:0:shuff:717,doing,do,dělala,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:709,cs:McEwan_Na-Chesilske:0:shuff:717,making,make,dělala,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:711,cs:McEwan_Na-Chesilske:0:shuff:719,transform,transform,proměnit,proměnit,pf
en:McEwan_Na-Chesilske:0:shuff:713,cs:McEwan_Na-Chesilske:0:shuff:721,tried,try,snažila,snažit,impf
en:McEwan_Na-Chesilske:0:shuff:713,cs:McEwan_Na-Chesilske:0:shuff:721,convince,convince,přesvědčit,přesvědčit,pf
en:McEwan_Na-Chesilske:0:shuff:713,cs:McEwan_Na-Chesilske:0:shuff:721,suffered,suffer,netrpí,trpět,impf
en:McEwan_Na-Chesilske:0:shuff:713,cs:McEwan_Na-Chesilske:0:shuff:721,pass,pass,pomine,pominout,pf
en:McEwan_Na-Chesilske:0:shuff:717,cs:McEwan_Na-Chesilske:0:shuff:725,seemed,seem,zdálo,zdát,impf
en:McEwan_Na-Chesilske:0:shuff:718,cs:McEwan_Na-Chesilske:0:shuff:726,run,run,utíkala,utíkat,impf
en:McEwan_Na-Chesilske:0:shuff:718,cs:McEwan_Na-Chesilske:0:shuff:726,flee,flee,utíkala,utíkat,impf
en:McEwan_Na-Chesilske:0:shuff:718,cs:McEwan_Na-Chesilske:0:shuff:726,flee,flee,unikla,uniknout,pf
en:McEwan_Na-Chesilske:0:shuff:718,cs:McEwan_Na-Chesilske:0:shuff:726,escape,escape,unikla,uniknout,pf
en:McEwan_Na-Chesilske:0:shuff:718,cs:McEwan_Na-Chesilske:0:shuff:726,happened,happen,odehrálo,odehrát,pf
en:McEwan_Na-Chesilske:0:shuff:718,cs:McEwan_Na-Chesilske:0:shuff:726,run,run,utekla,utéci,pf
en:McEwan_Na-Chesilske:0:shuff:718,cs:McEwan_Na-Chesilske:0:shuff:726,flee,flee,utekla,utéci,pf
en:McEwan_Na-Chesilske:0:shuff:718,cs:McEwan_Na-Chesilske:0:shuff:726,escape,escape,utekla,utéci,pf
en:McEwan_Na-Chesilske:0:shuff:722,cs:McEwan_Na-Chesilske:0:shuff:730,stopped,stop,nepřerušila,přerušit,pf
en:McEwan_Na-Chesilske:0:shuff:722,cs:McEwan_Na-Chesilske:0:shuff:730,eat,eat,snědla,sníst,pf
en:McEwan_Na-Chesilske:0:shuff:723,cs:McEwan_Na-Chesilske:0:shuff:731,loved,love,Milovala,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:723,cs:McEwan_Na-Chesilske:0:shuff:731,told,tell,řekli,říci,pf
en:McEwan_Na-Chesilske:0:shuff:724,cs:McEwan_Na-Chesilske:0:shuff:732,settled,settle,vyřešila,vyřešit,pf
en:McEwan_Na-Chesilske:0:shuff:725,cs:McEwan_Na-Chesilske:0:shuff:733,crossed,cross,přecházela,přecházet,impf
en:McEwan_Na-Chesilske:0:shuff:725,cs:McEwan_Na-Chesilske:0:shuff:733,reminded,remind,připomněly,připomenout,pf
en:McEwan_Na-Chesilske:0:shuff:726,cs:McEwan_Na-Chesilske:0:shuff:734,concentrate,concentrate,soustředit,soustředit,pf
en:McEwan_Na-Chesilske:0:shuff:727,cs:McEwan_Na-Chesilske:0:shuff:735,explain,explain,vysvětlit,vysvětlit,pf
en:McEwan_Na-Chesilske:0:shuff:729,cs:McEwan_Na-Chesilske:0:shuff:739,changing,change,měnilo,měnit,impf
en:McEwan_Na-Chesilske:0:shuff:730,cs:McEwan_Na-Chesilske:0:shuff:740,beginning,begin,začal,začít,pf
en:McEwan_Na-Chesilske:0:shuff:731,cs:McEwan_Na-Chesilske:0:shuff:741,recognise,recognise,poznat,poznat,pf
en:McEwan_Na-Chesilske:0:shuff:731,cs:McEwan_Na-Chesilske:0:shuff:741,distinguish,distinguish,odlišit,odlišit,pf
en:McEwan_Na-Chesilske:0:shuff:732,cs:McEwan_Na-Chesilske:0:shuff:742,say,say,říct,říci,pf
en:McEwan_Na-Chesilske:0:shuff:734,cs:McEwan_Na-Chesilske:0:shuff:744,won,win,zvítězil,zvítězit,pf
en:McEwan_Na-Chesilske:0:shuff:734,cs:McEwan_Na-Chesilske:0:shuff:744,allowed,allow,nesměl,smět,impf
en:McEwan_Na-Chesilske:0:shuff:734,cs:McEwan_Na-Chesilske:0:shuff:744,see,see,spatřit,spatřit,pf
en:McEwan_Na-Chesilske:0:shuff:739,cs:McEwan_Na-Chesilske:0:shuff:750,heard,hear,slyšeli,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:740,cs:McEwan_Na-Chesilske:0:shuff:751,faded,fade,vymizel,vymizet,pf
en:McEwan_Na-Chesilske:0:shuff:742,cs:McEwan_Na-Chesilske:0:shuff:753,welcomed,welcome,přivítal,přivítat,pf
en:McEwan_Na-Chesilske:0:shuff:744,cs:McEwan_Na-Chesilske:0:shuff:755,summoned,summon,Přivolala,přivolat,pf
en:McEwan_Na-Chesilske:0:shuff:745,cs:McEwan_Na-Chesilske:0:shuff:756,lying,lie,ležela,ležet,impf
en:McEwan_Na-Chesilske:0:shuff:745,cs:McEwan_Na-Chesilske:0:shuff:756,waiting,wait,čekala,čekat,impf
en:McEwan_Na-Chesilske:0:shuff:745,cs:McEwan_Na-Chesilske:0:shuff:756,shivering,shiver,třásla,třást,impf
en:McEwan_Na-Chesilske:0:shuff:746,cs:McEwan_Na-Chesilske:0:shuff:757,felt,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:748,cs:McEwan_Na-Chesilske:0:shuff:759,undressing,undress,svlékal,svlékat,impf
en:McEwan_Na-Chesilske:0:shuff:749,cs:McEwan_Na-Chesilske:0:shuff:760,provoke,provoke,vyprovokovat,vyprovokovat,pf
en:McEwan_Na-Chesilske:0:shuff:751,cs:McEwan_Na-Chesilske:0:shuff:762,sitting,sit,seděli,sedět,impf
en:McEwan_Na-Chesilske:0:shuff:751,cs:McEwan_Na-Chesilske:0:shuff:762,say,say,říct,říci,pf
en:McEwan_Na-Chesilske:0:shuff:751,cs:McEwan_Na-Chesilske:0:shuff:762,did,do,udělat,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:751,cs:McEwan_Na-Chesilske:0:shuff:762,do,do,udělat,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:753,cs:McEwan_Na-Chesilske:0:shuff:764,repeat,repeat,Zopakovala,zopakovat,pf
en:McEwan_Na-Chesilske:0:shuff:754,cs:McEwan_Na-Chesilske:0:shuff:765,played,play,hrála,hrát,impf
en:McEwan_Na-Chesilske:0:shuff:754,cs:McEwan_Na-Chesilske:0:shuff:765,played,play,hrála,hrát,impf
en:McEwan_Na-Chesilske:0:shuff:754,cs:McEwan_Na-Chesilske:0:shuff:765,played,play,hrála,hrát,impf
en:McEwan_Na-Chesilske:0:shuff:754,cs:McEwan_Na-Chesilske:0:shuff:765,played,play,hrála,hrát,impf
en:McEwan_Na-Chesilske:0:shuff:754,cs:McEwan_Na-Chesilske:0:shuff:765,described,describe,popisuje,popisovat,impf
en:McEwan_Na-Chesilske:0:shuff:756,cs:McEwan_Na-Chesilske:0:shuff:767,trying,try,Snažila,snažit,impf
en:McEwan_Na-Chesilske:0:shuff:756,cs:McEwan_Na-Chesilske:0:shuff:767,think,think,nemyslet,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:758,cs:McEwan_Na-Chesilske:0:shuff:769,hurried,hurry,nepospíchala,pospíchat,impf
en:McEwan_Na-Chesilske:0:shuff:759,cs:McEwan_Na-Chesilske:0:shuff:770,feel,feel,necítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:761,cs:McEwan_Na-Chesilske:0:shuff:772,described,describe,neoznačil,označit,pf
en:McEwan_Na-Chesilske:0:shuff:763,cs:McEwan_Na-Chesilske:0:shuff:774,worked,work,pracoval,pracovat,impf
en:McEwan_Na-Chesilske:0:shuff:763,cs:McEwan_Na-Chesilske:0:shuff:774,helped,help,pomáhala,pomáhat,impf
en:McEwan_Na-Chesilske:0:shuff:766,cs:McEwan_Na-Chesilske:0:shuff:777,feel,feel,cítit,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:766,cs:McEwan_Na-Chesilske:0:shuff:777,felt,feel,cítit,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:766,cs:McEwan_Na-Chesilske:0:shuff:777,feel,feel,cítí,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:766,cs:McEwan_Na-Chesilske:0:shuff:777,felt,feel,cítí,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:768,cs:McEwan_Na-Chesilske:0:shuff:779,wanted,want,Chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:768,cs:McEwan_Na-Chesilske:0:shuff:779,please,please,Chtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:768,cs:McEwan_Na-Chesilske:0:shuff:779,did,do,udělala,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:768,cs:McEwan_Na-Chesilske:0:shuff:779,did,do,dělali,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:770,cs:McEwan_Na-Chesilske:0:shuff:781,offended,offend,urážela,urážet,impf
en:McEwan_Na-Chesilske:0:shuff:770,cs:McEwan_Na-Chesilske:0:shuff:781,concerning,concern,týkala,týkat,impf
en:McEwan_Na-Chesilske:0:shuff:771,cs:McEwan_Na-Chesilske:0:shuff:782,enters,enter,vstoupí,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:771,cs:McEwan_Na-Chesilske:0:shuff:782,enters,enter,vstoupí,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:771,cs:McEwan_Na-Chesilske:0:shuff:782,entered,enter,vstoupí,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:771,cs:McEwan_Na-Chesilske:0:shuff:782,enters,enter,vstoupí,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:771,cs:McEwan_Na-Chesilske:0:shuff:782,enters,enter,vstoupí,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:771,cs:McEwan_Na-Chesilske:0:shuff:782,entered,enter,vstoupí,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:771,cs:McEwan_Na-Chesilske:0:shuff:782,enters,enter,vstoupil,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:771,cs:McEwan_Na-Chesilske:0:shuff:782,enters,enter,vstoupil,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:771,cs:McEwan_Na-Chesilske:0:shuff:782,entered,enter,vstoupil,vstoupit,pf
en:McEwan_Na-Chesilske:0:shuff:772,cs:McEwan_Na-Chesilske:0:shuff:783,trust,trust,nevěřil,věřit,impf
en:McEwan_Na-Chesilske:0:shuff:773,cs:McEwan_Na-Chesilske:0:shuff:784,enveloping,envelop,neobklopí,obklopit,pf
en:McEwan_Na-Chesilske:0:shuff:774,cs:McEwan_Na-Chesilske:0:shuff:785,sitting,sit,Seděl,sedět,impf
en:McEwan_Na-Chesilske:0:shuff:774,cs:McEwan_Na-Chesilske:0:shuff:785,stroking,stroke,hladil,hladit,impf
en:McEwan_Na-Chesilske:0:shuff:775,cs:McEwan_Na-Chesilske:0:shuff:786,Believing,believe,Myslel,myslet,impf
en:McEwan_Na-Chesilske:0:shuff:775,cs:McEwan_Na-Chesilske:0:shuff:786,holding,hold,držel,držet,impf
en:McEwan_Na-Chesilske:0:shuff:775,cs:McEwan_Na-Chesilske:0:shuff:786,set,set,položil,položit,pf
en:McEwan_Na-Chesilske:0:shuff:776,cs:McEwan_Na-Chesilske:0:shuff:787,whispered,whisper,zašeptal,zašeptat,pf
en:McEwan_Na-Chesilske:0:shuff:777,cs:McEwan_Na-Chesilske:0:shuff:788,made,make,Přiměla,přimět,pf
en:McEwan_Na-Chesilske:0:shuff:777,cs:McEwan_Na-Chesilske:0:shuff:788,remember,remember,vzpomenout,vzpomenout,pf
en:McEwan_Na-Chesilske:0:shuff:777,cs:McEwan_Na-Chesilske:0:shuff:788,loved,love,miluje,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:778,cs:McEwan_Na-Chesilske:0:shuff:789,loved,love,miluje,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:782,cs:McEwan_Na-Chesilske:0:shuff:793,amuse,amuse,pobavit,pobavit,pf
en:McEwan_Na-Chesilske:0:shuff:783,cs:McEwan_Na-Chesilske:0:shuff:794,think,think,nerozmýšlel,rozmýšlet,impf
en:McEwan_Na-Chesilske:0:shuff:784,cs:McEwan_Na-Chesilske:0:shuff:795,heard,hear,uslyšel,uslyšet,pf
en:McEwan_Na-Chesilske:0:shuff:784,cs:McEwan_Na-Chesilske:0:shuff:795,call,call,volá,volat,impf
en:McEwan_Na-Chesilske:0:shuff:786,cs:McEwan_Na-Chesilske:0:shuff:797,mean,mean,Znamenalo,znamenat,impf
