en:searle-mysl_mozek_veda:0:shuff:3,cs:searle-mysl_mozek_veda:0:shuff:3,remove,remove,odstranit,odstranit,pf
en:searle-mysl_mozek_veda:0:shuff:1119,cs:searle-mysl_mozek_veda:0:shuff:1219,supposed,suppose,věřit,věřit,impf
en:searle-mysl_mozek_veda:0:shuff:1119,cs:searle-mysl_mozek_veda:0:shuff:1219,think,think,věřit,věřit,impf
en:searle-mysl_mozek_veda:0:shuff:1121,cs:searle-mysl_mozek_veda:0:shuff:1221,think,think,máme,mít,impf
en:searle-mysl_mozek_veda:0:shuff:1121,cs:searle-mysl_mozek_veda:0:shuff:1221,supposed,suppose,věřit,věřit,impf
en:searle-mysl_mozek_veda:0:shuff:1121,cs:searle-mysl_mozek_veda:0:shuff:1221,think,think,věřit,věřit,impf
en:searle-mysl_mozek_veda:0:shuff:1121,cs:searle-mysl_mozek_veda:0:shuff:1221,think,think,mají,mít,impf
en:searle-mysl_mozek_veda:0:shuff:1121,cs:searle-mysl_mozek_veda:0:shuff:1221,shake,shake,třást,třást,impf
en:searle-mysl_mozek_veda:0:shuff:1121,cs:searle-mysl_mozek_veda:0:shuff:1221,attack,attack,útočit,útočit,impf
en:searle-mysl_mozek_veda:0:shuff:1122,cs:searle-mysl_mozek_veda:0:shuff:1222,Increasing,increase,zvyšuje,zvyšovat,impf
en:searle-mysl_mozek_veda:0:shuff:1122,cs:searle-mysl_mozek_veda:0:shuff:1222,increases,increase,zvyšuje,zvyšovat,impf
en:searle-mysl_mozek_veda:0:shuff:1122,cs:searle-mysl_mozek_veda:0:shuff:1222,increasing,increase,zvyšuje,zvyšovat,impf
en:searle-mysl_mozek_veda:0:shuff:1122,cs:searle-mysl_mozek_veda:0:shuff:1222,increases,increase,zvyšuje,zvyšovat,impf
en:searle-mysl_mozek_veda:0:shuff:1122,cs:searle-mysl_mozek_veda:0:shuff:1222,hitting,hit,narazí,narazit,pf
en:searle-mysl_mozek_veda:0:shuff:1122,cs:searle-mysl_mozek_veda:0:shuff:1222,Increasing,increase,zvyšuje,zvyšovat,impf
en:searle-mysl_mozek_veda:0:shuff:1122,cs:searle-mysl_mozek_veda:0:shuff:1222,increases,increase,zvyšuje,zvyšovat,impf
en:searle-mysl_mozek_veda:0:shuff:1122,cs:searle-mysl_mozek_veda:0:shuff:1222,increasing,increase,zvyšuje,zvyšovat,impf
en:searle-mysl_mozek_veda:0:shuff:1122,cs:searle-mysl_mozek_veda:0:shuff:1222,increases,increase,zvyšuje,zvyšovat,impf
en:searle-mysl_mozek_veda:0:shuff:1123,cs:searle-mysl_mozek_veda:0:shuff:1223,follows,follow,vyplývá,vyplývat,impf
en:searle-mysl_mozek_veda:0:shuff:1124,cs:searle-mysl_mozek_veda:0:shuff:1224,suppose,suppose,předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1125,cs:searle-mysl_mozek_veda:0:shuff:1225,Suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1129,cs:searle-mysl_mozek_veda:0:shuff:1229,writing,write,píšu,psát,impf
en:searle-mysl_mozek_veda:0:shuff:1129,cs:searle-mysl_mozek_veda:0:shuff:1229,reading,read,čtete,číst,impf
en:searle-mysl_mozek_veda:0:shuff:1133,cs:searle-mysl_mozek_veda:0:shuff:1234,pursue,pursue,sledovat,sledovat,impf
en:searle-mysl_mozek_veda:0:shuff:1135,cs:searle-mysl_mozek_veda:0:shuff:1237,made,make,udělat,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:1135,cs:searle-mysl_mozek_veda:0:shuff:1237,made,make,udělat,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:1137,cs:searle-mysl_mozek_veda:0:shuff:1239,caused,cause,způsobena,způsobit,pf
en:searle-mysl_mozek_veda:0:shuff:1138,cs:searle-mysl_mozek_veda:0:shuff:1240,determine,determine,určují,určovat,impf
en:searle-mysl_mozek_veda:0:shuff:1138,cs:searle-mysl_mozek_veda:0:shuff:1240,determine,determine,určují,určovat,impf
en:searle-mysl_mozek_veda:0:shuff:1138,cs:searle-mysl_mozek_veda:0:shuff:1240,determine,determine,určeno,určit,pf
en:searle-mysl_mozek_veda:0:shuff:1138,cs:searle-mysl_mozek_veda:0:shuff:1240,determine,determine,určeno,určit,pf
en:searle-mysl_mozek_veda:0:shuff:1141,cs:searle-mysl_mozek_veda:0:shuff:1243,do,do,jednáme,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1141,cs:searle-mysl_mozek_veda:0:shuff:1243,act,act,jednáme,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1141,cs:searle-mysl_mozek_veda:0:shuff:1243,do,do,fungují,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1141,cs:searle-mysl_mozek_veda:0:shuff:1243,act,act,fungují,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1141,cs:searle-mysl_mozek_veda:0:shuff:1243,function,function,fungují,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1143,cs:searle-mysl_mozek_veda:0:shuff:1245,wish,wish,přát,přát,impf
en:searle-mysl_mozek_veda:0:shuff:1148,cs:searle-mysl_mozek_veda:0:shuff:1251,affect,affect,působí,působit,impf
en:searle-mysl_mozek_veda:0:shuff:1149,cs:searle-mysl_mozek_veda:0:shuff:1252,works,work,funguje,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:1149,cs:searle-mysl_mozek_veda:0:shuff:1252,explained,explain,vysvětlil,vysvětlit,pf
en:searle-mysl_mozek_veda:0:shuff:1150,cs:searle-mysl_mozek_veda:0:shuff:1253,described,describe,popsána,popsat,pf
en:searle-mysl_mozek_veda:0:shuff:1151,cs:searle-mysl_mozek_veda:0:shuff:1254,leads,lead,nevede,vést,impf
en:searle-mysl_mozek_veda:0:shuff:1152,cs:searle-mysl_mozek_veda:0:shuff:1255,understand,understand,Pochopíme,pochopit,pf
en:searle-mysl_mozek_veda:0:shuff:1152,cs:searle-mysl_mozek_veda:0:shuff:1255,made,make,Pochopíme,pochopit,pf
en:searle-mysl_mozek_veda:0:shuff:1152,cs:searle-mysl_mozek_veda:0:shuff:1255,understanding,understand,Pochopíme,pochopit,pf
en:searle-mysl_mozek_veda:0:shuff:1152,cs:searle-mysl_mozek_veda:0:shuff:1255,understand,understand,chápat,chápat,impf
en:searle-mysl_mozek_veda:0:shuff:1152,cs:searle-mysl_mozek_veda:0:shuff:1255,understanding,understand,chápat,chápat,impf
en:searle-mysl_mozek_veda:0:shuff:1153,cs:searle-mysl_mozek_veda:0:shuff:1256,call,call,nazvěme,nazvat,pf
en:searle-mysl_mozek_veda:0:shuff:1153,cs:searle-mysl_mozek_veda:0:shuff:1256,call,call,nazvěme,nazvat,pf
en:searle-mysl_mozek_veda:0:shuff:1154,cs:searle-mysl_mozek_veda:0:shuff:1257,lost,lose,prohrál,prohrát,pf
en:searle-mysl_mozek_veda:0:shuff:1154,cs:searle-mysl_mozek_veda:0:shuff:1257,understand,understand,rozumíme,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:1155,cs:searle-mysl_mozek_veda:0:shuff:1258,understand,understand,pochopíme,pochopit,pf
en:searle-mysl_mozek_veda:0:shuff:1156,cs:searle-mysl_mozek_veda:0:shuff:1259,think,think,Myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1157,cs:searle-mysl_mozek_veda:0:shuff:1260,Notice,notice,povšimnout,povšimnout,pf
en:searle-mysl_mozek_veda:0:shuff:1157,cs:searle-mysl_mozek_veda:0:shuff:1260,enables,enable,umožňuje,umožňovat,impf
en:searle-mysl_mozek_veda:0:shuff:1160,cs:searle-mysl_mozek_veda:0:shuff:1263,described,describe,popsat,popsat,pf
en:searle-mysl_mozek_veda:0:shuff:1161,cs:searle-mysl_mozek_veda:0:shuff:1264,use,use,užít,užít,pf
en:searle-mysl_mozek_veda:0:shuff:1164,cs:searle-mysl_mozek_veda:0:shuff:1267,need,need,musíme,muset,impf
en:searle-mysl_mozek_veda:0:shuff:1164,cs:searle-mysl_mozek_veda:0:shuff:1267,add,add,připojit,připojit,pf
en:searle-mysl_mozek_veda:0:shuff:1166,cs:searle-mysl_mozek_veda:0:shuff:1269,show,show,ukázat,ukázat,pf
en:searle-mysl_mozek_veda:0:shuff:1168,cs:searle-mysl_mozek_veda:0:shuff:1271,set,set,určeny,určit,pf
en:searle-mysl_mozek_veda:0:shuff:1170,cs:searle-mysl_mozek_veda:0:shuff:1273,caused,cause,vyvolává,vyvolávat,impf
en:searle-mysl_mozek_veda:0:shuff:1170,cs:searle-mysl_mozek_veda:0:shuff:1273,begin,begin,počínaje,počínat,impf
en:searle-mysl_mozek_veda:0:shuff:1171,cs:searle-mysl_mozek_veda:0:shuff:1274,cause,cause,způsobena,způsobit,pf
en:searle-mysl_mozek_veda:0:shuff:1171,cs:searle-mysl_mozek_veda:0:shuff:1274,caused,cause,způsobena,způsobit,pf
en:searle-mysl_mozek_veda:0:shuff:1176,cs:searle-mysl_mozek_veda:0:shuff:1279,rests,rest,spočívá,spočívat,impf
en:searle-mysl_mozek_veda:0:shuff:1177,cs:searle-mysl_mozek_veda:0:shuff:1280,want,want,Chtěl,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:1178,cs:searle-mysl_mozek_veda:0:shuff:1281,understands,understand,rozumí,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:1179,cs:searle-mysl_mozek_veda:0:shuff:1282,suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1179,cs:searle-mysl_mozek_veda:0:shuff:1282,voted,vote,volili,volit,impf
en:searle-mysl_mozek_veda:0:shuff:1180,cs:searle-mysl_mozek_veda:0:shuff:1283,Suppose,suppose,předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1181,cs:searle-mysl_mozek_veda:0:shuff:1284,vote,vote,volí,volit,impf
en:searle-mysl_mozek_veda:0:shuff:1184,cs:searle-mysl_mozek_veda:0:shuff:1287,try,try,pokoušíme,pokoušet,impf
en:searle-mysl_mozek_veda:0:shuff:1198,cs:searle-mysl_mozek_veda:0:shuff:1306,rests,rest,spočívá,spočívat,impf
en:searle-mysl_mozek_veda:0:shuff:1200,cs:searle-mysl_mozek_veda:0:shuff:1308,expand,expand,rozšířit,rozšířit,pf
en:searle-mysl_mozek_veda:0:shuff:1208,cs:searle-mysl_mozek_veda:0:shuff:1319,like,like,líbí,líbit,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,want,want,Chci,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,go,go,jít,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,do,do,jít,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,go,go,jít,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,going,go,jít,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,go,go,jdu,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,do,do,jdu,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,go,go,jdu,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,going,go,jdu,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,represents,represent,reprezentuje,reprezentovat,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,go,go,jdu,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,do,do,jdu,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,go,go,jdu,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1209,cs:searle-mysl_mozek_veda:0:shuff:1320,going,go,jdu,jít,impf
en:searle-mysl_mozek_veda:0:shuff:1211,cs:searle-mysl_mozek_veda:0:shuff:1322,represents,represent,reprezentuje,reprezentovat,impf
en:searle-mysl_mozek_veda:0:shuff:1212,cs:searle-mysl_mozek_veda:0:shuff:1323,call,call,říkám,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:1214,cs:searle-mysl_mozek_veda:0:shuff:1325,counts,count,považují,považovat,impf
en:searle-mysl_mozek_veda:0:shuff:1214,cs:searle-mysl_mozek_veda:0:shuff:1325,think,think,považují,považovat,impf
en:searle-mysl_mozek_veda:0:shuff:1216,cs:searle-mysl_mozek_veda:0:shuff:1327,stipulate,stipulate,určit,určit,pf
en:searle-mysl_mozek_veda:0:shuff:1217,cs:searle-mysl_mozek_veda:0:shuff:1328,imagine,imagine,představíte,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1217,cs:searle-mysl_mozek_veda:0:shuff:1328,think,think,měli,mít,impf
en:searle-mysl_mozek_veda:0:shuff:1218,cs:searle-mysl_mozek_veda:0:shuff:1329,Suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1218,cs:searle-mysl_mozek_veda:0:shuff:1329,suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1218,cs:searle-mysl_mozek_veda:0:shuff:1329,thought,think,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1218,cs:searle-mysl_mozek_veda:0:shuff:1329,voted,vote,volili,volit,impf
en:searle-mysl_mozek_veda:0:shuff:1218,cs:searle-mysl_mozek_veda:0:shuff:1329,voted,vote,volili,volit,impf
en:searle-mysl_mozek_veda:0:shuff:1218,cs:searle-mysl_mozek_veda:0:shuff:1329,Suppose,suppose,mysleli,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1218,cs:searle-mysl_mozek_veda:0:shuff:1329,suppose,suppose,mysleli,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1218,cs:searle-mysl_mozek_veda:0:shuff:1329,thought,think,mysleli,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1219,cs:searle-mysl_mozek_veda:0:shuff:1330,play,play,hrál,hrát,impf
en:searle-mysl_mozek_veda:0:shuff:1222,cs:searle-mysl_mozek_veda:0:shuff:1334,represent,represent,reprezentovat,reprezentovat,impf
en:searle-mysl_mozek_veda:0:shuff:1223,cs:searle-mysl_mozek_veda:0:shuff:1335,contain,contain,obsahuje,obsahovat,impf
en:searle-mysl_mozek_veda:0:shuff:1227,cs:searle-mysl_mozek_veda:0:shuff:1340,describe,describe,popsat,popsat,pf
en:searle-mysl_mozek_veda:0:shuff:1228,cs:searle-mysl_mozek_veda:0:shuff:1341,use,use,využít,využít,pf
en:searle-mysl_mozek_veda:0:shuff:1229,cs:searle-mysl_mozek_veda:0:shuff:1342,use,use,využít,využít,pf
en:searle-mysl_mozek_veda:0:shuff:1230,cs:searle-mysl_mozek_veda:0:shuff:1343,follow,follow,nevyplývá,vyplývat,impf
en:searle-mysl_mozek_veda:0:shuff:1232,cs:searle-mysl_mozek_veda:0:shuff:1345,think,think,Myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1235,cs:searle-mysl_mozek_veda:0:shuff:1348,tell,tell,říci,říci,pf
en:searle-mysl_mozek_veda:0:shuff:1235,cs:searle-mysl_mozek_veda:0:shuff:1348,prickling,prickle,píchá,píchat,impf
en:searle-mysl_mozek_veda:0:shuff:1235,cs:searle-mysl_mozek_veda:0:shuff:1348,sticking,stick,píchá,píchat,impf
en:searle-mysl_mozek_veda:0:shuff:1236,cs:searle-mysl_mozek_veda:0:shuff:1349,caused,cause,vyvolává,vyvolávat,impf
en:searle-mysl_mozek_veda:0:shuff:1237,cs:searle-mysl_mozek_veda:0:shuff:1350,return,return,Vraťme,vrátit,pf
en:searle-mysl_mozek_veda:0:shuff:1237,cs:searle-mysl_mozek_veda:0:shuff:1350,solve,solve,řešit,řešit,impf
en:searle-mysl_mozek_veda:0:shuff:1239,cs:searle-mysl_mozek_veda:0:shuff:1352,show,show,ukázat,ukázat,pf
en:searle-mysl_mozek_veda:0:shuff:1239,cs:searle-mysl_mozek_veda:0:shuff:1352,show,show,ukázat,ukázat,pf
en:searle-mysl_mozek_veda:0:shuff:1239,cs:searle-mysl_mozek_veda:0:shuff:1352,show,show,ukázat,ukázat,pf
en:searle-mysl_mozek_veda:0:shuff:1239,cs:searle-mysl_mozek_veda:0:shuff:1352,show,show,ukázat,ukázat,pf
en:searle-mysl_mozek_veda:0:shuff:1239,cs:searle-mysl_mozek_veda:0:shuff:1352,exists,exist,existuje,existovat,impf
en:searle-mysl_mozek_veda:0:shuff:1243,cs:searle-mysl_mozek_veda:0:shuff:1356,suppose,suppose,věří,věřit,impf
en:searle-mysl_mozek_veda:0:shuff:1245,cs:searle-mysl_mozek_veda:0:shuff:1358,show,show,ukazují,ukazovat,impf
en:searle-mysl_mozek_veda:0:shuff:1245,cs:searle-mysl_mozek_veda:0:shuff:1358,take,take,trvá,trvat,impf
en:searle-mysl_mozek_veda:0:shuff:1247,cs:searle-mysl_mozek_veda:0:shuff:1362,understand,understand,Neporozumíte,porozumět,pf
en:searle-mysl_mozek_veda:0:shuff:1247,cs:searle-mysl_mozek_veda:0:shuff:1362,understand,understand,Neporozumíte,porozumět,pf
en:searle-mysl_mozek_veda:0:shuff:1247,cs:searle-mysl_mozek_veda:0:shuff:1362,understand,understand,neporozumí,porozumět,pf
en:searle-mysl_mozek_veda:0:shuff:1247,cs:searle-mysl_mozek_veda:0:shuff:1362,understand,understand,neporozumí,porozumět,pf
en:searle-mysl_mozek_veda:0:shuff:1255,cs:searle-mysl_mozek_veda:0:shuff:1371,says,say,praví,pravit,pf
en:searle-mysl_mozek_veda:0:shuff:1255,cs:searle-mysl_mozek_veda:0:shuff:1371,see,see,vidět,vidět,impf
en:searle-mysl_mozek_veda:0:shuff:1257,cs:searle-mysl_mozek_veda:0:shuff:1373,describe,describe,popsat,popsat,pf
en:searle-mysl_mozek_veda:0:shuff:1257,cs:searle-mysl_mozek_veda:0:shuff:1373,following,follow,řídili,řídit,impf
en:searle-mysl_mozek_veda:0:shuff:1257,cs:searle-mysl_mozek_veda:0:shuff:1373,following,follow,neřídíme,řídit,impf
en:searle-mysl_mozek_veda:0:shuff:1259,cs:searle-mysl_mozek_veda:0:shuff:1375,occurred,occur,vyskytovaly,vyskytovat,impf
en:searle-mysl_mozek_veda:0:shuff:1259,cs:searle-mysl_mozek_veda:0:shuff:1375,happened,happen,vyskytovaly,vyskytovat,impf
en:searle-mysl_mozek_veda:0:shuff:1260,cs:searle-mysl_mozek_veda:0:shuff:1376,happened,happen,vyskytovaly,vyskytovat,impf
en:searle-mysl_mozek_veda:0:shuff:1260,cs:searle-mysl_mozek_veda:0:shuff:1376,occur,occur,vyskytovaly,vyskytovat,impf
en:searle-mysl_mozek_veda:0:shuff:1262,cs:searle-mysl_mozek_veda:0:shuff:1379,work,work,dělaly,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1262,cs:searle-mysl_mozek_veda:0:shuff:1379,made,make,dělaly,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:1262,cs:searle-mysl_mozek_veda:0:shuff:1379,tell,tell,neříkal,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:1263,cs:searle-mysl_mozek_veda:0:shuff:1380,turn,turn,Obraťme,obrátit,pf
en:searle-mysl_mozek_veda:0:shuff:1264,cs:searle-mysl_mozek_veda:0:shuff:1381,state,state,stanovit,stanovit,pf
en:searle-mysl_mozek_veda:0:shuff:1265,cs:searle-mysl_mozek_veda:0:shuff:1382,give,give,poskytovala,poskytovat,impf
en:searle-mysl_mozek_veda:0:shuff:1266,cs:searle-mysl_mozek_veda:0:shuff:1383,thinks,think,pomyslí,pomyslit,pf
en:searle-mysl_mozek_veda:0:shuff:1266,cs:searle-mysl_mozek_veda:0:shuff:1383,thinks,think,pomyslí,pomyslit,pf
en:searle-mysl_mozek_veda:0:shuff:1266,cs:searle-mysl_mozek_veda:0:shuff:1383,thinks,think,myslí,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1266,cs:searle-mysl_mozek_veda:0:shuff:1383,thinks,think,myslí,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1269,cs:searle-mysl_mozek_veda:0:shuff:1388,suppose,suppose,věří,věřit,impf
en:searle-mysl_mozek_veda:0:shuff:1270,cs:searle-mysl_mozek_veda:0:shuff:1389,suppose,suppose,věří,věřit,impf
en:searle-mysl_mozek_veda:0:shuff:1273,cs:searle-mysl_mozek_veda:0:shuff:1392,enable,enable,umožňuje,umožňovat,impf
en:searle-mysl_mozek_veda:0:shuff:1273,cs:searle-mysl_mozek_veda:0:shuff:1392,see,see,vidět,vidět,impf
en:searle-mysl_mozek_veda:0:shuff:1273,cs:searle-mysl_mozek_veda:0:shuff:1392,enable,enable,umožňuje,umožňovat,impf
en:searle-mysl_mozek_veda:0:shuff:1274,cs:searle-mysl_mozek_veda:0:shuff:1393,play,play,nehrají,hrát,impf
en:searle-mysl_mozek_veda:0:shuff:1276,cs:searle-mysl_mozek_veda:0:shuff:1395,accept,accept,přijmeme,přijmout,pf
en:searle-mysl_mozek_veda:0:shuff:1277,cs:searle-mysl_mozek_veda:0:shuff:1396,allow,allow,nepřipouští,připouštět,impf
en:searle-mysl_mozek_veda:0:shuff:1278,cs:searle-mysl_mozek_veda:0:shuff:1397,produced,produce,vytvořila,vytvořit,pf
en:searle-mysl_mozek_veda:0:shuff:1280,cs:searle-mysl_mozek_veda:0:shuff:1399,try,try,zkuste,zkusit,pf
en:searle-mysl_mozek_veda:0:shuff:1280,cs:searle-mysl_mozek_veda:0:shuff:1399,imagine,imagine,představit,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1281,cs:searle-mysl_mozek_veda:0:shuff:1400,moving,move,pohybuje,pohybovat,impf
en:searle-mysl_mozek_veda:0:shuff:1282,cs:searle-mysl_mozek_veda:0:shuff:1401,speaking,speak,nemluvíte,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:1282,cs:searle-mysl_mozek_veda:0:shuff:1401,hear,hear,slyšíte,slyšet,impf
en:searle-mysl_mozek_veda:0:shuff:1282,cs:searle-mysl_mozek_veda:0:shuff:1401,feel,feel,cítíte,cítit,impf
en:searle-mysl_mozek_veda:0:shuff:1283,cs:searle-mysl_mozek_veda:0:shuff:1402,Imagine,imagine,Představte,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1283,cs:searle-mysl_mozek_veda:0:shuff:1402,imagined,imagine,Představte,představit,pf
en:searle-mysl_mozek_veda:0:shuff:1284,cs:searle-mysl_mozek_veda:0:shuff:1403,contain,contain,nemají,mít,impf
en:searle-mysl_mozek_veda:0:shuff:1287,cs:searle-mysl_mozek_veda:0:shuff:1407,existed,exist,Existuje,existovat,impf
en:searle-mysl_mozek_veda:0:shuff:1288,cs:searle-mysl_mozek_veda:0:shuff:1408,exists,exist,existuje,existovat,impf
en:searle-mysl_mozek_veda:0:shuff:1288,cs:searle-mysl_mozek_veda:0:shuff:1408,exist,exist,existuje,existovat,impf
en:searle-mysl_mozek_veda:0:shuff:1288,cs:searle-mysl_mozek_veda:0:shuff:1408,exists,exist,existují,existovat,impf
en:searle-mysl_mozek_veda:0:shuff:1288,cs:searle-mysl_mozek_veda:0:shuff:1408,exist,exist,existují,existovat,impf
en:searle-mysl_mozek_veda:0:shuff:1289,cs:searle-mysl_mozek_veda:0:shuff:1409,counter,counter,odporuje,odporovat,impf
en:searle-mysl_mozek_veda:0:shuff:1290,cs:searle-mysl_mozek_veda:0:shuff:1410,derives,derive,odvozena,odvodit,pf
en:searle-mysl_mozek_veda:0:shuff:1300,cs:searle-mysl_mozek_veda:0:shuff:1423,peering,peer,zírají,zírat,impf
en:searle-mysl_mozek_veda:0:shuff:1307,cs:searle-mysl_mozek_veda:0:shuff:1431,said,say,řekl,říci,pf
en:searle-mysl_mozek_veda:0:shuff:1311,cs:searle-mysl_mozek_veda:0:shuff:1435,suppose,suppose,myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1311,cs:searle-mysl_mozek_veda:0:shuff:1435,suppose,suppose,předpokládat,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:1311,cs:searle-mysl_mozek_veda:0:shuff:1435,exclude,exclude,vyloučit,vyloučit,pf
en:searle-mysl_mozek_veda:0:shuff:1315,cs:searle-mysl_mozek_veda:0:shuff:1439,seeing,see,vidíme,vidět,impf
en:searle-mysl_mozek_veda:0:shuff:1319,cs:searle-mysl_mozek_veda:0:shuff:1444,do,do,jednat,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1319,cs:searle-mysl_mozek_veda:0:shuff:1444,done,do,jednat,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1319,cs:searle-mysl_mozek_veda:0:shuff:1444,did,do,jednat,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1319,cs:searle-mysl_mozek_veda:0:shuff:1444,do,do,jednat,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1319,cs:searle-mysl_mozek_veda:0:shuff:1444,do,do,jednali,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1319,cs:searle-mysl_mozek_veda:0:shuff:1444,done,do,jednali,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1319,cs:searle-mysl_mozek_veda:0:shuff:1444,did,do,jednali,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1319,cs:searle-mysl_mozek_veda:0:shuff:1444,do,do,jednali,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1326,cs:searle-mysl_mozek_veda:0:shuff:1452,assisted,assist,podporovala,podporovat,impf
en:searle-mysl_mozek_veda:0:shuff:1326,cs:searle-mysl_mozek_veda:0:shuff:1452,dedicated,dedicate,věnována,věnovat,impf
en:searle-mysl_mozek_veda:0:shuff:1329,cs:searle-mysl_mozek_veda:0:shuff:1455,trying,try,pokoušeli,pokoušet,impf
en:searle-mysl_mozek_veda:0:shuff:1329,cs:searle-mysl_mozek_veda:0:shuff:1455,understand,understand,porozumět,porozumět,pf
en:searle-mysl_mozek_veda:0:shuff:1331,cs:searle-mysl_mozek_veda:0:shuff:1457,involve,involve,zahrnuje,zahrnovat,impf
en:searle-mysl_mozek_veda:0:shuff:1332,cs:searle-mysl_mozek_veda:0:shuff:1458,tells,tell,přikazuje,přikazovat,impf
en:searle-mysl_mozek_veda:0:shuff:1332,cs:searle-mysl_mozek_veda:0:shuff:1458,do,do,jednat,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:1333,cs:searle-mysl_mozek_veda:0:shuff:1459,do,do,udělat,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:1334,cs:searle-mysl_mozek_veda:0:shuff:1460,suppose,suppose,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:1335,cs:searle-mysl_mozek_veda:0:shuff:1461,put,put,řečeno,říci,pf
en:searle-mysl_mozek_veda:0:shuff:1335,cs:searle-mysl_mozek_veda:0:shuff:1461,seems,seem,zdá,zdát,impf
en:searle-mysl_mozek_veda:0:shuff:1338,cs:searle-mysl_mozek_veda:0:shuff:1464,given,give,dala,dát,pf
en:searle-mysl_mozek_veda:0:shuff:1339,cs:searle-mysl_mozek_veda:0:shuff:1465,convince,convince,nepřesvědčí,přesvědčit,pf
